name,url
GⅢ中山金杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/001.html
GⅢ京都金杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/002.html
GⅢシンザン記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/003.html
GⅢフェアリーS,http://www.jra.go.jp/datafile/seiseki/replay/2016/004.html
GⅢ愛知杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/005.html
GⅢ京成杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/006.html
GⅡ日経新春杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/007.html
GⅡアメリカJCC,http://www.jra.go.jp/datafile/seiseki/replay/2016/008.html
GⅡ東海S,http://www.jra.go.jp/datafile/seiseki/replay/2016/009.html
GⅢ根岸S,http://www.jra.go.jp/datafile/seiseki/replay/2016/010.html
GⅢシルクロードS,http://www.jra.go.jp/datafile/seiseki/replay/2016/011.html
GⅢ東京新聞杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/012.html
GⅢきさらぎ賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/013.html
GⅢクイーンC,http://www.jra.go.jp/datafile/seiseki/replay/2016/014.html
GⅢ共同通信杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/015.html
GⅡ京都記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/016.html
GⅢダイヤモンドS,http://www.jra.go.jp/datafile/seiseki/replay/2016/017.html
GⅢ京都牝馬S,http://www.jra.go.jp/datafile/seiseki/replay/2016/018.html
GⅠフェブラリーS,http://www.jra.go.jp/datafile/seiseki/g1/feb/result/feb2016.html
GⅢ小倉大賞典,http://www.jra.go.jp/datafile/seiseki/replay/2016/019.html
GⅢアーリントンC,http://www.jra.go.jp/datafile/seiseki/replay/2016/020.html
GⅡ中山記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/021.html
GⅢ阪急杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/022.html
GⅢオーシャンS,http://www.jra.go.jp/datafile/seiseki/replay/2016/023.html
GⅢチューリップ賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/024.html
GⅡ弥生賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/025.html
J・GⅡ阪神スプリングジャンプ,http://www.jra.go.jp/datafile/seiseki/replay/2016/026.html
GⅢ中日新聞杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/027.html
GⅢ中山牝馬S,http://www.jra.go.jp/datafile/seiseki/replay/2016/028.html
GⅡフィリーズレビュー,http://www.jra.go.jp/datafile/seiseki/replay/2016/029.html
GⅢファルコンS,http://www.jra.go.jp/datafile/seiseki/replay/2016/030.html
GⅡスプリングS,http://www.jra.go.jp/datafile/seiseki/replay/2016/031.html
GⅡ阪神大賞典,http://www.jra.go.jp/datafile/seiseki/replay/2016/032.html
GⅢフラワーC,http://www.jra.go.jp/datafile/seiseki/replay/2016/033.html
GⅡ日経賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/034.html
GⅢ毎日杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/035.html
GⅢマーチS,http://www.jra.go.jp/datafile/seiseki/replay/2016/036.html
GⅠ高松宮記念,http://www.jra.go.jp/datafile/seiseki/g1/takamatsu/result/takamatsu2016.html
GⅢダービー卿チャレンジT,http://www.jra.go.jp/datafile/seiseki/replay/2016/037.html
GⅡ産経大阪杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/038.html
GⅡニュージーランドT,http://www.jra.go.jp/datafile/seiseki/replay/2016/039.html
GⅡ阪神牝馬S,http://www.jra.go.jp/datafile/seiseki/replay/2016/040.html
GⅠ桜花賞,http://www.jra.go.jp/datafile/seiseki/g1/ouka/result/ouka2016.html
J・GⅠ中山グランドジャンプ,http://www.jra.go.jp/datafile/seiseki/g1/ngj/result/ngj2016.html
GⅢアンタレスS,http://www.jra.go.jp/datafile/seiseki/replay/2016/041.html
GⅠ皐月賞,http://www.jra.go.jp/datafile/seiseki/g1/satsuki/result/satsuki2016.html
GⅢ福島牝馬S,http://www.jra.go.jp/datafile/seiseki/replay/2016/042.html
GⅡフローラS,http://www.jra.go.jp/datafile/seiseki/replay/2016/043.html
GⅡマイラーズC,http://www.jra.go.jp/datafile/seiseki/replay/2016/044.html
GⅡ青葉賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/045.html
GⅠ天皇賞（春）,http://www.jra.go.jp/datafile/seiseki/g1/haruten/result/haruten2016.html
GⅡ京都新聞杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/046.html
GⅠNHKマイルC,http://www.jra.go.jp/datafile/seiseki/g1/nmc/result/nmc2016.html
GⅢ新潟大賞典,http://www.jra.go.jp/datafile/seiseki/replay/2016/047.html
GⅡ京王杯スプリングC,http://www.jra.go.jp/datafile/seiseki/replay/2016/048.html
GⅠヴィクトリアマイル,http://www.jra.go.jp/datafile/seiseki/g1/victoria/result/victoria2016.html
GⅢ平安S,http://www.jra.go.jp/datafile/seiseki/replay/2016/049.html
GⅠオークス,http://www.jra.go.jp/datafile/seiseki/g1/oaks/result/oaks2016.html
J・GⅡ京都ハイジャンプ,http://www.jra.go.jp/datafile/seiseki/replay/2016/050.html
GⅠ日本ダービー,http://www.jra.go.jp/datafile/seiseki/g1/derby/result/derby2016.html
GⅡ目黒記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/051.html
GⅢ鳴尾記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/052.html
GⅠ安田記念,http://www.jra.go.jp/datafile/seiseki/g1/yasuda/result/yasuda2016.html
GⅢエプソムC,http://www.jra.go.jp/datafile/seiseki/replay/2016/053.html
GⅢマーメイドS,http://www.jra.go.jp/datafile/seiseki/replay/2016/054.html
GⅢユニコーンS,http://www.jra.go.jp/datafile/seiseki/replay/2016/055.html
GⅢ函館スプリントS,http://www.jra.go.jp/datafile/seiseki/replay/2016/056.html
J・GⅢ東京ジャンプS,http://www.jra.go.jp/datafile/seiseki/replay/2016/057.html
GⅠ宝塚記念,http://www.jra.go.jp/datafile/seiseki/g1/takara/result/takara2016.html
GⅢラジオNIKKEI賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/058.html
GⅢCBC賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/059.html
GⅢ七夕賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/060.html
GⅢプロキオンS,http://www.jra.go.jp/datafile/seiseki/replay/2016/061.html
GⅢ函館記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/062.html
GⅢ中京記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/063.html
GⅢ函館2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2016/064.html
J・GⅢ小倉サマージャンプ,http://www.jra.go.jp/datafile/seiseki/replay/2016/065.html
GⅢアイビスサマーダッシュ,http://www.jra.go.jp/datafile/seiseki/replay/2016/066.html
GⅢクイーンS,http://www.jra.go.jp/datafile/seiseki/replay/2016/067.html
GⅢレパードS,http://www.jra.go.jp/datafile/seiseki/replay/2016/068.html
GⅢ小倉記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/069.html
GⅢ関屋記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/070.html
GⅢエルムS,http://www.jra.go.jp/datafile/seiseki/replay/2016/071.html
GⅢ北九州記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/072.html
GⅡ札幌記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/073.html
J・GⅢ新潟ジャンプS,http://www.jra.go.jp/datafile/seiseki/replay/2016/074.html
GⅢ新潟2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2016/075.html
GⅢキーンランドC,http://www.jra.go.jp/datafile/seiseki/replay/2016/076.html
GⅢ札幌2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2016/077.html
GⅢ新潟記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/078.html
GⅢ小倉2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2016/079.html
GⅢ紫苑S,http://www.jra.go.jp/datafile/seiseki/replay/2016/080.html
GⅢ京成杯オータムH,http://www.jra.go.jp/datafile/seiseki/replay/2016/081.html
GⅡセントウルS,http://www.jra.go.jp/datafile/seiseki/replay/2016/082.html
J・GⅢ阪神ジャンプS,http://www.jra.go.jp/datafile/seiseki/replay/2016/083.html
GⅡセントライト記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/084.html
GⅡローズS,http://www.jra.go.jp/datafile/seiseki/replay/2016/085.html
GⅡオールカマー,http://www.jra.go.jp/datafile/seiseki/replay/2016/086.html
GⅡ神戸新聞杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/087.html
GⅢシリウスS,http://www.jra.go.jp/datafile/seiseki/replay/2016/088.html
GⅠスプリンターズS,http://www.jra.go.jp/datafile/seiseki/g1/sprint/result/sprint2016.html
GⅢサウジアラビアロイヤルC,http://www.jra.go.jp/datafile/seiseki/replay/2016/089.html
GⅡ毎日王冠,http://www.jra.go.jp/datafile/seiseki/replay/2016/090.html
GⅡ京都大賞典,http://www.jra.go.jp/datafile/seiseki/replay/2016/091.html
GⅡ府中牝馬S,http://www.jra.go.jp/datafile/seiseki/replay/2016/092.html
J・GⅡ東京ハイジャンプ,http://www.jra.go.jp/datafile/seiseki/replay/2016/093.html
GⅠ秋華賞,http://www.jra.go.jp/datafile/seiseki/g1/shuka/result/shuka2016.html
GⅢ富士S,http://www.jra.go.jp/datafile/seiseki/replay/2016/094.html
GⅠ菊花賞,http://www.jra.go.jp/datafile/seiseki/g1/kikka/result/kikka2016.html
GⅢアルテミスS,http://www.jra.go.jp/datafile/seiseki/replay/2016/095.html
GⅡスワンS,http://www.jra.go.jp/datafile/seiseki/replay/2016/096.html
GⅠ天皇賞（秋）,http://www.jra.go.jp/datafile/seiseki/g1/akiten/result/akiten2016.html
GⅡ京王杯2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2016/097.html
GⅢファンタジーS,http://www.jra.go.jp/datafile/seiseki/replay/2016/098.html
GⅡアルゼンチン共和国杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/099.html
GⅢみやこS,http://www.jra.go.jp/datafile/seiseki/replay/2016/100.html
GⅢ武蔵野S,http://www.jra.go.jp/datafile/seiseki/replay/2016/101.html
J・GⅢ京都ジャンプS,http://www.jra.go.jp/datafile/seiseki/replay/2016/102.html
GⅡデイリー杯2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2016/103.html
GⅠエリザベス女王杯,http://www.jra.go.jp/datafile/seiseki/g1/eliza/result/eliza2016.html
GⅢ福島記念,http://www.jra.go.jp/datafile/seiseki/replay/2016/104.html
GⅢ東スポ杯2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2016/105.html
GⅠマイルチャンピオンシップ,http://www.jra.go.jp/datafile/seiseki/g1/mile/result/mile2016.html
GⅢ京都2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2016/106.html
GⅠジャパンC,http://www.jra.go.jp/datafile/seiseki/g1/jc/result/jc2016.html
GⅢ京阪杯,http://www.jra.go.jp/datafile/seiseki/replay/2016/107.html
GⅡステイヤーズS,http://www.jra.go.jp/datafile/seiseki/replay/2016/108.html
GⅡ金鯱賞,http://www.jra.go.jp/datafile/seiseki/replay/2016/109.html
GⅠチャンピオンズC,http://www.jra.go.jp/datafile/seiseki/g1/jcd/result/jcd2016.html
GⅢチャレンジC,http://www.jra.go.jp/datafile/seiseki/replay/2016/110.html
GⅢカペラS,http://www.jra.go.jp/datafile/seiseki/replay/2016/111.html
GⅠ阪神ジュベナイルF,http://www.jra.go.jp/datafile/seiseki/g1/hjf/result/hjf2016.html
重賞ターコイズS,http://www.jra.go.jp/datafile/seiseki/replay/2016/112.html
GⅠ朝日杯フューチュリティS,http://www.jra.go.jp/datafile/seiseki/g1/afs/result/afs2016.html
J・GⅠ中山大障害,http://www.jra.go.jp/datafile/seiseki/g1/daishogai/result/daishogai2016.html
GⅡ阪神C,http://www.jra.go.jp/datafile/seiseki/replay/2016/113.html
GⅠ有馬記念,http://www.jra.go.jp/datafile/seiseki/g1/arima/result/arima2016.html
GⅡホープフルS,http://www.jra.go.jp/datafile/seiseki/replay/2016/114.html
